ndb_no	shrt_desc	energy_kcal	nutval
17130	VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD	0.206208	2.92646
19232	FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK	0.125277	2.92713
35050	MASHU ROOTS,RAW (ALASKA NATIVE)	0.149667	2.92719
10120	PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED	0.24612	2.92806
43408	BABYFOOD,JUICE,PEAR	0.0521064	2.92825
18092	CAKE,CARROT,DRY MIX,PUDDING-TYPE	0.460089	2.92908
8355	CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS	0.416851	2.92927
43214	BUTTER REPLCMNT,WO/FAT,PDR	0.413525	2.93016
5271	TURKEY,YOUNG TOM,BREAST,MEAT&SKN,RAW	0.167406	2.93027
22937	CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU	0.0764967	2.93089
9431	USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND	0.0631929	2.93311
23564	BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED	0.226164	2.93312
12170	SESAME FLOUR,HIGH-FAT	0.583149	2.93326
14436	ORANGE BRKFST DRK,RTD,W/ ADDED NUTR	0.0587583	2.93498
42192	SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE	0.127494	2.93541
9253	PEARS,CND,H2O PK,SOL&LIQUIDS	0.0321508	2.93708
5208	TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD	0.201774	2.93763
18950	CRACKERS,WHEAT,RED FAT	0.492239	2.93786
16428	TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE	0.523282	2.93803
21409	FAST FOODS,BAGEL,W/ HAM,EGG,& CHS	0.280488	2.9381
42150	BABYFOOD,APPL YOGURT DSSRT,STR	0.10643	2.93824
9273	PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C	0.0587583	2.93843
6455	SOUP,SCOTCH BROTH,CND,PREP W/ EQ VOLUME H2O	0.0365854	2.93848
19117	CANDIES,HALAVAH,PLAIN	0.519956	2.93904
10183	PORK,CURED,HAM,BNLESS,EX LN&REG,RSTD	0.182927	2.93931
15179	SALMON,CHINOOK,SMOKED,(LOX),REG	0.129712	2.93977
21443	POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE	0.18847	2.94126
5273	TURKEY,YOUNG TOM,LEG,MEAT&SKN,RAW	0.156319	2.94178
18423	COOKIES,LADYFINGERS,WO/LEMON JUC&RIND	0.404656	2.943
6749	SOUP,CHUNKY BF W/ COUNTRY VEG,RTS	0.0687361	2.94399
15223	WHITEFISH,MXD SP,CKD,DRY HEAT	0.190687	2.94441
18951	WAFFLES,CHOC CHIP,FRZ,RTH	0.309313	2.94544
31005	CAMPBELL SOUP COMPANY,V8 VEG JUC,ORGANIC V8	0.0221729	2.94556
5244	TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,CKD,RSTD	0.21286	2.94631
1144	EGG SUBSTITUTE,POWDER	0.492239	2.94776
6381	CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND	0.0964523	2.94813
16008	BEANS,BKD,CND,W/FRANKS	0.157428	2.94913
21068	FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS	0.230599	2.94926
3179	BABYFOOD,JUC,MXD FRUIT	0.0521064	2.95055
9306	RASPBERRIES,FRZ,RED,SWTND	0.114191	2.95067
10033	PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD	0.24612	2.95221
13977	BEEF,PLATE,INSIDE SKIRT STEAK,LN,0" FAT,ALL GRDS,CKD,BRLD	0.227273	2.95363
9448	NANCE,CND,SYRUP,DRND	0.105322	2.9543
15191	BUTTERFISH,CKD,DRY HEAT	0.207317	2.95434
5354	USDA CMDTY,TURKEY TACO MEAT,FRZ,CKD	0.16408	2.95507
9071	CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS	0.0509978	2.95705
5182	TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,CKD,RSTD	0.218404	2.95722
9223	TANGERINE JUC,CND,SWTND	0.0554324	2.95925
19387	FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT	0.125277	2.96017
11658	SPINACH SOUFFLE	0.190687	2.96127
9089	FIGS,RAW	0.0820399	2.96143
18429	CRACKERS,WHOLE-WHEAT,LO SALT	0.491131	2.96384
13882	BEEF,RND,EYE OF RND,RST,LN & FAT,1/8" FAT,SEL,CKD,RSTD	0.226164	2.96384
13896	BEEF,RND,TOP RND,STEAK,LN & FAT,1/8" FAT,CHOIC,CKD,BRLD	0.248337	2.96449
21064	FAST FOODS,BURRITO,W/BNS,CHS,&BF	0.18071	2.96508
11371	POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED	0.12306	2.9661
15009	CARP,COOKED,DRY HEAT	0.179601	2.96647
16237	SILK CHOC,SOYMILK	0.0643016	2.96789
25037	SNACKS,PITA CHIPS,SALTED	0.506652	2.96824
18131	CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)	0.440133	2.96949
17338	GAME MEAT,ELK,GROUND,RAW	0.190687	2.9702
5253	TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,RAW	0.168514	2.97048
6375	CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND	0.078714	2.97094
35068	FISH,SALMON,KING,CHINOOK,LIVER (ALASKA NATIVE)	0.172949	2.97285
19244	FROSTINGS,VANILLA,CREAMY,DRY MIX	0.454545	2.97357
9119	GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS	0.0399113	2.9738
15185	TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL	0.206208	2.97491
13981	BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0" FAT,SEL,CKD,BRSD	0.248337	2.97518
23059	BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0" FAT,ALL GRDS,RAW	0.195122	2.97567
27018	CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA	0.0587583	2.97592
21067	FAST FOODS,BURRITO,W/BF&CHILI PEPPERS	0.235033	2.97845
42149	ORANGE-STRAWBERRY-BANANA JUC	0.0554324	2.97888
43128	CHICKEN,MEATLESS	0.248337	2.97891
13904	BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0" FAT,ALL GRDS,RAW	0.182927	2.98156
13650	BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0" FAT,CHOIC,CKD,G	0.243902	2.98263
7257	LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)	0.110865	2.98263
10025	PORK,FRSH,LOIN,WHL,LN,CKD,BRSD	0.226164	2.98384
16536	WORTHINGTON WHAM (ROLL),FRZ,UNPREP	0.217295	2.98458
7256	LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)	0.109756	2.98545
35170	SEAL,BEARDED (OOGRUK),MEAT,LO QUADRANT,RAW (ALASKA NATIVE)	0.206208	2.98551
17147	GAME MEAT,BEAR,CKD,SIMMRD	0.28714	2.98585
18327	PIE,PUMPKIN,PREP FROM RECIPE	0.226164	2.9871
13422	BEEF,RND,TIP RND,RST,LN & FAT,0" FAT,CHOIC,CKD,RSTD	0.217295	2.98749
21267	TACO BELL,BURRITO SUPREME W/ STEAK	0.202882	2.98846
21066	FAST FOODS,BURRITO,W/BF	0.263858	2.99001
13892	BEEF,RND,TOP RND,LN&FAT,1/8"FAT,ALL GRDS,CKD,BRSD	0.263858	2.9926
17123	VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD	0.261641	2.99332
17118	VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD	0.203991	2.99341
10015	PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD	0.228381	2.99678
17089	VEAL,COMP OF RTL CUTS,LN&FAT,CKD	0.256098	2.99787
22962	LEAN POCKETS,HAM N CHEDDAR	0.254989	2.9986
6117	CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND	0.138581	2.99995
23071	BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0" FAT,ALL GRDS, CKD, BRSD	0.252772	3.00099
25046	SNACKS,BAGEL CHIPS	0.5	3.00204
7927	SAUSAGE  ITALIAN  TURKEY  SMOKED	0.175166	3.00272
21302	FAST FD,PIZZA CHAIN,14" PIZZA,PEPPERONI TOPPING,REG CRUST	0.305987	3.00419
5114	CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD	0.185144	3.00519
36401	RESTAURANT,LATINO,CHICK & RICE,ENTREE,PREP	0.192905	3.00721
6544	CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,MINESTRONE SOUP	0.0454545	3.00896
3161	BABYFOOD,PEACHES,DICES,TODD	0.056541	3.00976
9247	PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR	0.0853659	3.01175
13383	BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0" FAT,CHOIC,CKD,BRSD	0.256098	3.01178
35185	FRYBREAD,MADE W/ LARD (APACHE)	0.342572	3.01245
15068	POMPANO,FLORIDA,RAW	0.181818	3.01252
9128	GRAPEFRUIT JUC,WHITE,RAW	0.0432373	3.01281
17136	VEAL,SIRLOIN,LN&FAT,CKD,RSTD	0.223947	3.01305
10955	PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,UNHTD	0.195122	3.01337
21461	GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO	0.243902	3.01403
6413	SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O	0.0177384	3.01409
18456	COOKIES,OATMEAL,COMMLY PREP,FAT-FREE	0.361419	3.01544
13368	BEEF,BRISKET,WHL,LN,0"FAT,ALL GRDS,CKD,BRSD	0.241685	3.01654
16592	MORNINGSTAR FARMS CALIFORNIA TURK'Y BURGER,FRZ,UNPREP	0.157428	3.01962
6408	CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP	0.0543237	3.02188
18567	KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR	0.422395	3.02304
6554	CAMPBELL'S SEL SOUP,SLOW RSTD BF & VEG SOUP	0.0454545	3.02409
16203	CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS	0.0665189	3.02426
15124	TUNA,WHITE,CND IN OIL,DRND SOL	0.206208	3.02428
16114	TEMPEH	0.213969	3.02552
9094	FIGS,DRIED,UNCOOKED	0.276053	3.02579
21225	PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD	0.288248	3.02608
17049	LAMB,DOM,SHLDR,ARM,LN,1/4"FAT,CHOIC,CKD,BRLD	0.221729	3.02627
35181	STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)	0.176275	3.02727
16166	SOYMILK,CHOC,UNFORTIFIED	0.0698448	3.02773
17082	LAMB,NZ,IMP,FRZ,RIB,LN,RAW	0.157428	3.02778
6955	SOUP,CRM OF CHICK,CND,COND,RED NA	0.0643016	3.02824
5082	CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD	0.211752	3.02826
14625	ENERGY DRK,AMP	0.0509978	3.0285
16558	MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,FRZ,UNPREP	0.261641	3.02956
3233	BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR	0.0898004	3.02978
36602	RESTAURANT,CHINESE,FRIED RICE	0.18071	3.03537
16159	TOFU,EX FIRM,PREP W/NIGARI	0.100887	3.03565
19393	FROZEN YOGURTS,CHOC,SOFT-SERVE	0.177384	3.04175
18275	MUFFINS,BLUEBERRY,DRY MIX	0.405765	3.04323
11360	POTATOES,FR FR,CRNKL/REG CUT,SALT ADDED IN PROC,FRZ,OVEN-HTD	0.184035	3.04354
13396	BEEF,RIB,SML END (RIBS 10-12),LN,0"FAT,SEL,CKD,BRLD	0.219512	3.04375
31015	CAMPBELL SOUP COMPANY,PACE,DICED GRN CHILIES	0.0299335	3.0443
43275	CHEESE,PAST PROCESS,AMERICAN,LOFAT	0.199557	3.04535
8562	CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY	0.40133	3.04544
5180	TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD	0.199557	3.04669
13957	BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0" FAT,SEL,CKD,RSTD	0.222838	3.04797
13284	BEEF,RIB EYE,SML END (RIBS 10-12),LN,0" FAT,SEL,RAW	0.165188	3.04844
35133	CHILCHEN (RED BERRY BEVERAGE) (NAVAJO)	0.0487805	3.0488
13354	BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0" FA, SEL, CKD	0.231707	3.04902
18447	POPOVERS,DRY MIX,UNENR	0.411308	3.04904
19221	RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK	0.10643	3.04929
16584	GARDENBURGER,SAVORY PORTABELLA VEGGIE BURGER	0.154102	3.05083
3142	BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR	0.0487805	3.05089
35073	SOUP,FISH,HOMEMADE (ALASKA NATIVE)	0.0798226	3.05096
21134	FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI	0.135255	3.0515
5059	CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR	0.24612	3.05181
23067	BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0" FAT,SEL,RAW	0.178492	3.0546
17313	LAMB,AUS,IMP,FRSH,LOIN,LN,1/8"FAT,CKD,BRLD	0.21286	3.05509
10211	PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRSD	0.209534	3.05691
7080	TURKEY HAM,CURED TURKEY THIGH MEAT	0.13969	3.05765
25010	FORM BAR,MARS SNACKFOOD US,COCOAVIA,CHOC ALMOND	0.384701	3.05789
9120	GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS	0.04102	3.05814
17055	LAMB,DOM,SHLDR,BLADE,LN,1/4"FAT,CHOIC,RAW	0.167406	3.05878
11359	POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH	0.192905	3.0588
13481	BEEF,SHRT LOIN,T-BONE STEAK,LN,0" FAT,CHOIC,CKD,BRLD	0.219512	3.06005
15176	SQUID,MXD SP,CKD,FRIED	0.194013	3.06064
19195	PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK	0.134146	3.06072
13954	BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0" FAT,ALL GRDS,RAW	0.182927	3.06213
10130	PORK,CURED,CANADIAN-STYLE BACON,UNHTD	0.174058	3.06366
8220	CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS	0.432373	3.06386
21063	FAST FOODS,BURRITO,W/BNS&MEAT	0.243902	3.06444
19205	EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK	0.124169	3.06539
36406	REST,LATINO,ARROZ CON ABICHUELAS COLORADOS (RICE&RED BNS)	0.157428	3.06623
9033	APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR	0.094235	3.06724
19032	DOO DADS SNACK MIX,ORIGINAL FLAVOR	0.505543	3.06847
5641	OSTRICH,GROUND,RAW	0.182927	3.06873
13888	BEEF,RND,TIP RND,RST,LN & FAT,1/8" FAT,SEL,CKD,RSTD	0.232816	3.07004
6182	SOUP,CRM OF MUSHROOM,CND,COND,RED NA	0.0576497	3.07005
36613	DENNY'S,MACARONI & CHS,FROM KID'S MENU	0.162971	3.07033
3860	CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)	0.109756	3.07089
21408	MCDONALD'S,ENG MUFFIN	0.315965	3.07289
14177	CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK	0.094235	3.07362
15053	MILKFISH,RAW	0.16408	3.0738
16526	WORTHINGTON MEATLESS CHICK ROLL,FRZ,UNPREP	0.170732	3.07419
9279	PLUMS,RAW	0.0509978	3.07436
1104	MILK,CHOC,FLUID,COMM,LOWFAT,W/ ADDED VIT A & VITAMIN D	0.0698448	3.07453
8589	KASHI GOLEAN CRISP TSTD BERRY CRUMBLE	0.407982	3.07478
9046	BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS	0.101996	3.07555
13901	BEEF,RND,TOP RND,LN&FAT,1/8"FAT,PRIME,RAW	0.191796	3.07857
31008	CAMPBELL'S V8 100% VEG JUC	0.0232816	3.07969
17124	VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD	0.202882	3.07982
10935	PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,HTD,RSTD	0.202882	3.08143
21021	FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON	0.245011	3.08187
5284	TURKEY,CND,MEAT ONLY,W/BROTH	0.187361	3.08413
10215	PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRSD	0.194013	3.08496
21125	FAST FOODS,SUBMARINE SNDWCH,W/RST BF	0.210643	3.08577
13366	BEEF,COMP OF RTL CUTS,LN,0"FAT,SEL,CKD	0.222838	3.08641
35144	STEW,DUMPLING W/ MUTTON (NAVAJO)	0.111973	3.08666
23075	BEEF,CHUCK EYE STEAK,BNLESS,LN,0" FAT,CHOIC,CKD,GRILLED	0.238359	3.08838
6316	SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND	0.056541	3.08862
10901	PORK,CURED,HAM W/ NAT JUICES,SPIRL SLCE,BNLES,LN & FAT,UNHTD	0.143016	3.08916
43146	EGGPLANT,PICKLED	0.0543237	3.08964
13098	BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0"FAT,CHOIC,CKD,BRLD	0.227273	3.09203
21300	FAST FD,PIZZA CHAIN,14" PIZZA,CHS TOPPING,THICK CRUST	0.301552	3.09222
5348	CHICKEN,BROILERS OR FRYERS,BREAST,MEAT & SKN,CKD,ROTISSERIE,	0.203991	3.09393
3117	BABYFOOD,FRUIT,APPLSAUC,JR	0.04102	3.09399
2024	SPICES,MUSTARD SD,GROUND	0.563193	3.09402
13452	BEEF,TOP SIRLOIN,STEAK,LN & FAT,0" FAT,CHOIC,CKD,BRLD	0.242794	3.09833
6465	SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O	0.0310421	3.09869
6094	SOUP,ONION,DRY,MIX	0.324834	3.10003
16504	LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP	0.160754	3.10056
21084	FAST FOODS,TACO SALAD W/CHILI CON CARNE	0.12306	3.10087
11659	SWEET POTATO,CKD,CANDIED,HOME-PREPARED	0.159645	3.10118
21245	WENDY'S,ULTIMATE CHICK GRILL SNDWCH	0.198448	3.10136
21019	FAST FOODS,ENG MUFFIN,W/BUTTER	0.332594	3.10299
18639	GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS	0.257206	3.10469
18134	CAKE,SPONGE,PREP FROM RECIPE	0.329268	3.10528
5306	Poultry food products, ground turkey, cooked	0.225055	3.10534
6742	SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND	0.0487805	3.10554
6558	SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O	0.0554324	3.10574
10058	PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD	0.236142	3.10576
19708	PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA	0.405765	3.10588
18024	BREAD,CORNBREAD,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK	0.2949	3.10631
10072	PORK,FRSH,SHLDR,WHL,LN,RAW	0.16408	3.10669
13441	BEEF,TENDERLOIN,LN & FAT,0" FAT,SEL,CKD,BRLD	0.227273	3.10761
10093	PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,CKD	0.222838	3.10799
5014	CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD	0.196231	3.10978
15088	SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE	0.230599	3.11063
6019	SOUP,CHICK NOODLE,CND,COND	0.0576497	3.11213
3089	BABYFOOD,DINNER,MACARONI&CHS,STR	0.0742794	3.11225
15239	SALMON,COHO,FARMED,CKD,DRY HEAT	0.197339	3.11252
17041	LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4"FAT,CHOIC,CKD,BRLD	0.232816	3.11346
13421	BEEF,RND,TIP RND,RST,LN & FAT,0" FAT,ALL GRDS,CKD,RSTD	0.208426	3.11358
9233	PASSION-FRUIT JUC,YEL,RAW	0.0665189	3.11537
17104	VEAL,LOIN,LN&FAT,RAW	0.18071	3.11586
5107	CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD	0.225055	3.11599
6285	SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE	0.0875831	3.11917
16575	GARDENBURGER,GOURMET FIRE DRAGON STEAK	0.111973	3.12026
9357	APRICOTS,CND,HVY SYRUP,DRND	0.0920177	3.1228
10026	PORK,FRSH,LOIN,WHL,LN,CKD,BRLD	0.232816	3.12458
3210	BABYFOOD,CRL,RICE,W/MXD FRUIT,JR	0.0909091	3.12882
15238	SALMON,COHO,FARMED,RAW	0.177384	3.12894
13401	BEEF,RND,BTTM RND,STEAK,LN & FAT,0" FAT,CHOIC,CKD,BRSD	0.254989	3.12925
23511	BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0" FAT,ALL GRDS,CKD,BRLD	0.225055	3.1299
3049	BABYFOOD,DINNER,BF&RICE,TODD	0.0909091	3.13053
18426	CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)	0.481153	3.13138
16202	CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS	0.0742794	3.13168
19067	CANDIES,TWIZZLERS CHERRY BITES	0.374723	3.13412
9032	APRICOTS,DRIED,SULFURED,UNCKD	0.267184	3.13434
10064	PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD	0.217295	3.13465
44259	PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,REG,DRY MIX	0.389135	3.13623
11841	POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD	0.190687	3.1376
10213	PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD	0.22949	3.13772
18279	MUFFINS,CORN,COMMLY PREP	0.338137	3.13821
5268	TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,CKD,RSTD	0.2051	3.13993
5053	CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW	0.151885	3.14129
19710	PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL	0.409091	3.14322
6013	SOUP,CHICK BROTH,CND,COND	0.0343681	3.14324
10902	PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN & FAT,UNHTD	0.176275	3.14334
21065	FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS	0.218404	3.14344
17075	LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD	0.200665	3.14451
17206	LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD	0.125277	3.14471
3945	INF FORM,ABBOTT ,SIMILAC,NEOSURE,PDR,W/ ARA & DHA	0.576497	3.14556
11842	POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH	0.166297	3.1459
3870	CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)	0.109756	3.1496
21465	FAST FOODS,FRIED CHICK,DRMSTK,MEAT ONLY,SKN & BRDING REMOVED	0.190687	3.14974
17071	LAMB,NZ,IMP,FRZ,FORESHANK,LN,CKD,BRSD	0.206208	3.15054
5353	USDA CMDTY,CHICK FAJITA STRIPS,FRZ	0.149667	3.15085
10011	PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD	0.233925	3.15211
23096	BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0" FAT,CHOIC,CKD,BRSD	0.24612	3.15318
9353	BLUEBERRIES,WILD,CND,HVY SYRUP,DRND	0.118625	3.15319
10065	PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD	0.21286	3.15322
19185	PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHL MILK	0.12306	3.15361
13329	BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD	0.133038	3.15412
9238	PEACHES,CND,JUC PK,SOL&LIQUIDS	0.0487805	3.15598
23531	BEEF,CHUCK,CLOD RST,LN & FAT,0" FAT,SEL,CKD,RSTD	0.217295	3.15607
31016	CAMPBELL SOUP COMPANY,V8 60% VEG JUC,V8 V-LITE	0.0155211	3.15909
36405	RESTAURANT,LATINO,ARROZ CON FRIJOLES NEGROS (RICE&BLACK BNS)	0.167406	3.15998
3163	BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR	0.0920177	3.16046
13983	BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0" FAT,SEL,RAW	0.175166	3.16089
5012	CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED	0.242794	3.16237
3165	BABYFOOD,FRUIT,APPL&BLUEBERRY,JR	0.0687361	3.16404
10221	PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,BRLD	0.222838	3.1643
3048	BABYFOOD,MACARONI&CHS,TODD	0.0909091	3.16556
3154	BABYFOOD,FRUIT & VEG,APPL & SWT POTATO	0.0709534	3.16799
3086	BABYFOOD,DINNER,VEG&TURKEY,TODD	0.0886918	3.16889
3011	BABYFOOD,MEAT,LAMB,JUNIOR	0.124169	3.16905
23647	BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0" FAT,CHOIC,CKD,RSTD	0.213969	3.16945
22121	MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP	0.146341	3.16965
11956	TOMATOES,SUN-DRIED,PACKED IN OIL,DRND	0.236142	3.17005
17293	LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8"FAT,CKD,RSTD	0.210643	3.17125
16500	LOMA LINDA LITTLE LINKS,CND,UNPREP	0.245011	3.17245
15135	YELLOWTAIL,MXD SP,RAW	0.161863	3.17366
23525	BEEF,CHUCK,TOP BLADE,LN & FAT,0" FAT,SEL,CKD,BRLD	0.221729	3.17371
6249	SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK	0.104213	3.17577
35240	BREAD,BLUE CORN,SOMIVIKI (HOPI)	0.206208	3.17697
17027	LAMB,DOM,LOIN,LN,1/4"FAT,CHOIC,CKD,BRLD	0.239468	3.17799
9409	PINEAPPLE JUC,CND,UNSWTND,W/ ADDED VIT C	0.0587583	3.17811
16579	GARDENBURGER,ORIGINAL	0.160754	3.17844
21060	FAST FOODS,BURRITO,W/BNS	0.228381	3.17889
5305	Poultry food products, ground turkey, raw	0.16408	3.17953
23070	BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0" FAT,SEL,CKD,B	0.245011	3.17987
11372	POTATOES,SCALLPD,HOME-PREPARED W/BUTTER	0.097561	3.18021
21062	FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS	0.223947	3.18109
