ndb_no	shrt_desc	energy_kcal	nutval
19856	FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS	0.0898004	1.63121
6115	GRAVY,AU JUS,DRY	0.347007	1.63221
6734	SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND	0.0554324	1.63224
18642	GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY	0.457871	1.63286
1108	MILK,INDIAN BUFFALO,FLUID	0.107539	1.63315
9136	GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C	0.198448	1.63412
7271	CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT	0.182927	1.63415
21308	MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS	0.33592	1.6342
21351	MCDONALD'S,BIG 'N TASTY	0.250554	1.63515
21130	FAST FOODS,ONION RINGS,BREADED&FRIED	0.368071	1.63552
12063	ALMONDS,DRY RSTD,WO/SALT	0.659645	1.63555
18104	COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR	0.463415	1.63589
10978	PORK,GROUND,84% LN / 16% FAT,CKD,PAN-BROILED	0.333703	1.63676
12539	SUNFLOWER SD KRNLS,TSTD,W/SALT	0.686253	1.63709
18418	CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR	0.431264	1.63811
6239	CAMPBELL SOUP,PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS	0.0709534	1.63845
1029	CHEESE,MOZZARELLA,PART SKIM MILK,LO MOIST	0.334812	1.63862
14015	ALCOHOLIC BEV,PINA COLADA,CND	0.262749	1.63942
19294	FRUIT BUTTERS,APPLE	0.191796	1.63954
43340	CHEESE,PARMESAN,LO NA	0.5	1.63995
13920	BEEF,TENDERLOIN,STEAK,LN & FAT,1/8" FAT,CHOIC,RAW	0.272727	1.64006
21413	LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES	0.187361	1.64079
18478	TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN	0.485588	1.64137
9137	GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C	0.056541	1.64159
21330	MCDONALD'S,VANILLA TRIPLE THICK SHAKE	0.172949	1.64215
3858	INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,PDR,NOT RECON	0.578714	1.64332
43031	CANDIES,CHOC COVERED,CARAMEL W/NUTS	0.521064	1.64364
18516	ARCHWAY Home Style Cookies, Apple Filled Oatmeal	0.435698	1.64441
8563	CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL	0.454545	1.64472
21331	MCDONALD'S,CHOC TRIPLE THICK SHAKE	0.18071	1.64631
14005	ALCOHOLIC BEV,BEER,LT,BUDWEISER SEL	0.0310421	1.64802
3856	INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,LIQ CONC,NOT RECON	0.140798	1.64933
16571	GARDENBURGER BREADED CHIK'N VEGGIE PATTIES	0.241685	1.64994
10972	PORK,GROUND,84% LN / 16% FAT,RAW	0.241685	1.65022
18192	COOKIES,SHORTBREAD,COMMLY PREP,PLN	0.556541	1.6504
10856	HORMEL ALWAYS TENDER,BNLESS PORK LOIN,FRSH PORK	0.160754	1.65366
18190	COOKIES,PNUT BUTTER SNDWCH,REG	0.529933	1.65409
17227	LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8"FAT,CHOIC,CKD	0.300443	1.65725
14460	SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD	0.0288248	1.65763
14084	ALCOHOLIC BEV,WINE,TABLE,ALL	0.0920177	1.65763
17257	LAMB,NZ,IMP,FRZ,FORESHANK,LN&FAT,1/8"FAT,CKD,BRSD	0.286031	1.6579
6010	SOUP,CRM OF CELERY,CND,COND	0.0798226	1.65858
3946	INF FOR,ABBO NUTR,SIMIL,SENS (LACTOSE FREE) RTF,W/ ARA & DHA	0.075388	1.65936
19092	CANDIES,TWIZZLERS NIBS CHERRY BITS	0.384701	1.65945
18166	COOKIES,CHOC SNDWCH,W/CREME FILLING,REG	0.519956	1.65969
12039	SUNFLOWER SD KRNLS,TSTD,WO/SALT	0.686253	1.66
10187	PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,RAW	0.239468	1.66051
18445	PIE,FRIED PIES,LEMON	0.350333	1.66073
19128	SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL	0.182927	1.66116
23134	BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0" FAT,ALL GR, CKD	0.32816	1.66196
17069	LAMB,NZ,IMP,FRZ,FORESHANK,LN&FAT,CKD,BRSD	0.286031	1.66211
10857	HORMEL CANADIAN STYLE BACON	0.135255	1.66212
3827	INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA	0.577605	1.66214
21396	FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT	0.301552	1.66233
18312	PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE	0.288248	1.66267
16096	PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT	0.640798	1.66297
16211	VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU	0.135255	1.66331
21103	FAST FOODS,CHICK FILLET SNDWCH,W/CHS	0.307095	1.66388
14431	CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O	0.0521064	1.66419
18634	PILLSBURY GOLDEN LAYER BTTRMLK BISCUITS,ART FLAVOR,REFR	0.340355	1.66473
14242	CRANBERRY JUC COCKTAIL,BTLD	0.059867	1.66486
6446	SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O	0.0487805	1.66579
18444	PIE,FRIED PIES,CHERRY	0.350333	1.66694
5351	CHICKEN,BROILERS OR FRYERS,THIGH,MEAT & SKN,CKD,ROTISSERIE,O	0.258315	1.66771
3221	BABYFOOD,DSSRT,DUTCH APPL,JR	0.0875831	1.66799
6243	SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK	0.0742794	1.66803
14430	CRANBERRY JUC COCKTAIL,FRZ CONC	0.222838	1.66809
18114	CAKE,GINGERBREAD,DRY MIX	0.484479	1.66838
21036	FAST FOODS,CHICK,BREADED&FRIED,LT MEAT (BREAST OR WING)	0.33592	1.66847
14602	ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT	0.0920177	1.66848
19026	GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER	0.564302	1.66866
25050	SNACKS,YUCCA (CASSAVA) CHIPS,SALTED	0.570953	1.67005
19321	PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK	0.12306	1.6705
18188	COOKIES,PNUT BUTTER,REFR DOUGH,BKD	0.55765	1.67055
10914	PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,HTD,RSTD	0.221729	1.6713
7044	USDA CMDTY,LUNCHEON MEAT,CND	0.209534	1.67136
3871	INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC	0.144124	1.67144
21100	FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG	0.302661	1.67166
13459	BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0" FAT,ALL GRDS,CKD,BRLD	0.305987	1.67203
5092	CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER	0.307095	1.67258
18610	KRUSTEAZ ALMOND POPPYSEED MUFFIN MIX,ARTIFICIALLY FLAV,DRY	0.463415	1.6733
23006	BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8"FAT,ALL GRDS,CKD,BRLD	0.310421	1.67346
13802	BEEF,COMP OF RTL CUTS,LN&FAT,1/8"FAT,PRIME,CKD	0.331486	1.67405
16389	PEANUTS,ALL TYPES,OIL-ROASTED,WO/SALT	0.644124	1.67412
19057	SNACKS,TORTILLA CHIPS,NACHO CHS	0.569845	1.67423
3812	INF FORMU,MEAD JOHNS,ENFA,LIPIL,W/ IRO,LIQ CONC,W/ ARA & DHA	0.145233	1.67436
6235	CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS	0.0764967	1.67456
17053	LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4"FAT,CHOIC,CKD,BRLD	0.308204	1.67488
19198	PUDDINGS,TAPIOCA,DRY MIX	0.409091	1.67683
5095	CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD	0.257206	1.67822
21405	MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH	0.277162	1.67992
19319	PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK	0.127494	1.67997
16396	PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT	0.640798	1.68016
17248	LAMB,DOM,SHLDR,ARM,LN&FAT,1/8"FAT,CKD,BRLD	0.298226	1.68045
3855	INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF (FORMERLY ROSS)	0.0720621	1.68064
23099	BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0" FAT,ALL GR,CKD,BR	0.322616	1.68091
21387	BURGER KING,HASH BROWN ROUNDS	0.409091	1.68176
14267	FRUIT PUNCH DRK,W/ ADDED NUTR,CND	0.0521064	1.68273
25038	SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING	0.504435	1.68291
5037	CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD	0.280488	1.68315
19884	ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY	0.158537	1.6832
19283	FROZEN NOVELTIES,ICE TYPE,POP	0.0875831	1.68407
1196	KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT)	0.119734	1.68452
17302	LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8"FAT,RAW	0.230599	1.68528
5076	CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER	0.302661	1.68695
13348	BEEF,CURED,CORNED BF,CND	0.277162	1.68716
23141	BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0" FAT,CHOIC,CKD,GRILLED	0.313747	1.68742
21345	MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS	0.290466	1.68796
21340	MCDONALD'S,SAUSAGE BURRITO	0.290466	1.68801
10192	PORK,FRSH,BACKRIBS,LN&FAT,RAW	0.248337	1.6892
10139	PORK,CURED,HAM,REG (APPROX 13% FAT),CND,UNHTD	0.210643	1.68926
19184	PUDDINGS,CHOC,DRY MIX,INST	0.419069	1.68961
5001	CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW	0.236142	1.68965
19882	ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA	0.158537	1.6906
3832	INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA	0.0731707	1.69105
3853	INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,PDR,NOT RECON	0.578714	1.69248
3950	INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANC,W/ IRON,PDR,NOT RECON	0.578714	1.6925
1214	MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D	0.149667	1.69308
21118	FAST FOODS,HOTDOG,PLAIN	0.273836	1.69334
14228	COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR	0.450111	1.69505
9434	GUANABANA NECTAR,CND	0.0654102	1.6958
6458	CAMPBELL'S CHUNKY SOUPS,SMOKED CHICK W/ RSTD CORN CHOWDER	0.0931264	1.69597
6229	CAMPBELL SOUP,PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS	0.0687361	1.69659
6112	SAUCE,TERIYAKI,RTS	0.0986696	1.6967
23144	BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0" FAT,CHOIC,RAW	0.251663	1.69727
22952	CAMPBELL SOUP COMPANY,SWANSON,CHICK & DUMPLINGS	0.103104	1.69729
42040	SYRUPS,GRENADINE	0.297118	1.69789
3851	INF FORM,AB NUTR,SIMILAC,W/ IRON,LIQ CONC,NOT RECON	0.140798	1.69864
3951	INF FORMU,ABBO NUTR,SIMILAC,ADVAN,W/ IRON,LIQ CONC,NOT RECON	0.140798	1.69867
5195	TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW	0.218404	1.69896
36617	RESTAURANT,CHINESE,LEMON CHICK	0.250554	1.69902
3808	INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA	0.566519	1.6992
5246	TURKEY,YOUNG HEN,BACK,MEAT&SKN,CKD,RSTD	0.281596	1.69995
6504	CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP	0.0487805	1.7
1208	CHEESE,PROVOLONE,RED FAT	0.303769	1.70052
11921	PEPPERS,SWT,RED,SAUTEED	0.14745	1.70092
9135	GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C	0.0665189	1.70173
12540	SUNFLOWER SD BUTTER,W/SALT	0.684035	1.70237
19097	SHERBET,ORANGE	0.159645	1.70239
1028	CHEESE,MOZZARELLA,PART SKIM MILK	0.281596	1.70283
10911	PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD	0.185144	1.70289
6242	CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP	0.0864745	1.70352
15197	HERRING,PACIFIC,CKD,DRY HEAT	0.277162	1.70377
6236	CAMPBELL SOUP,PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS	0.0853659	1.70391
19811	POTATO CHIPS,PLN,UNSALTED	0.594235	1.70422
18137	CAKE,WHITE,DRY MIX,REG	0.472284	1.7057
15096	SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED	0.252772	1.70757
3868	INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF	0.0698448	1.70777
7951	SCRAPPLE,PORK	0.236142	1.70811
21279	DOMINO'S 14" CHS PIZZA,CRUNCHY THIN CRUST	0.349224	1.7097
3854	INFFOR,MEADJOHNS,ENFAMIL,PROSOBEE,LIPIL,LC,NOTREC,ARA&DHA	0.145233	1.70987
14086	CAMPBELL SOUP COMPANY,V8 SPLASH SMOOTHIES,PEACH MANGO	0.04102	1.71058
13367	BEEF,BRISKET,WHL,LN&FAT,0"FAT,ALL GRDS,CKD,BRSD	0.322616	1.71188
5067	CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER	0.297118	1.7131
23127	BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0" FAT,SEL,CKD,BRSD	0.318182	1.71339
14096	ALCOHOLIC BEV,WINE,TABLE,RED	0.094235	1.71445
12040	SUNFLOWER SD BUTTER,WO/SALT	0.684035	1.71474
25009	SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC	0.460089	1.7154
17272	VEAL,BREAST,WHL,BNLESS,LN&FAT,CKD,BRSD	0.2949	1.7166
6541	CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP	0.0587583	1.71665
11408	POTATOES,FRZ,FRENCH FR,PAR FR,EXTRUDED,UNPREP	0.288248	1.71842
3824	INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC	0.145233	1.71881
21335	MCDONALD'S,HOT CARAMEL SUNDAE	0.208426	1.71905
19076	CANDIES,CARAMELS,CHOCOLATE-FLAVOR ROLL	0.439024	1.72094
3949	INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANCE,W/ IRON,RTF	0.0731707	1.72124
3220	BABYFOOD,DSSRT,DUTCH APPL,STR	0.0831486	1.72166
18320	PIE,LEMON MERINGUE,COMMLY PREP	0.297118	1.72181
21395	FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT	0.303769	1.72431
10053	PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD	0.271619	1.72441
13799	BEEF,COMP OF RTL CUTS,LN&FAT,1/8"FAT,SEL,RAW	0.247228	1.72495
16123	SOY SAU MADE FROM SOY&WHEAT (SHOYU)	0.0587583	1.72521
5325	CHICKEN BREAST TENDERS,CKD,CONVENTIONAL OVEN	0.324834	1.72566
18355	SWEET ROLLS,CHEESE	0.399113	1.726
18323	PIE,PEACH	0.247228	1.72606
3838	INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA	0.547672	1.72689
17258	LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,1/8"FAT,RAW	0.222838	1.72765
21286	PAPA JOHN'S 14" CHS PIZZA,THIN CRUST	0.327051	1.72816
17225	LAMB,GROUND,CKD,BRLD	0.313747	1.72895
18316	PIE,COCNT CUSTARD,COMMLY PREP	0.288248	1.73066
3943	INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA	0.564302	1.73193
3947	INF FOR,ABB NUT,SIMILA,SENSIT,(LACT FR),LIQ CON,W/ ARA & DHA	0.141907	1.73227
43269	FROZEN NOVELTIES,ICE CRM TYPE,SUNDAE,PREPACKAGED	0.2051	1.73445
36403	RESTAURANT,LATINO,EMPANADAS,BF,PREP	0.371397	1.73479
6540	CAMPBELL'S SEL SOUP,ITALIAN SAUSAGE W/ PASTA PEPPERONI SOUP	0.0720621	1.73481
21020	FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE	0.374723	1.73521
21470	FAST FOODS,FRIED CHICK,DRUMSTK,MEAT & SKN W/ BREADING	0.296009	1.73622
18565	ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip	0.539911	1.73708
18200	COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY	0.497783	1.73733
2068	VINEGAR,RED WINE	0.0210643	1.73769
18186	COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE	0.506652	1.73784
3806	INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF	0.0698448	1.74165
18422	COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,UNENR	0.533259	1.74166
18303	PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE	0.278271	1.74262
17281	LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN&FAT,1/8"FAT,CKD	0.283814	1.74266
18187	COOKIES,PNUT BUTTER,REFR DOUGH	0.507761	1.74312
9410	APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C	0.184035	1.74371
21232	MCDONALD'S, FLT-O-FSH	0.304878	1.74489
16250	SILK VANILLA SOY YOGURT (FAMILY SIZE)	0.0875831	1.74546
19260	ICE CREAMS,VANILLA,LT,NO SUGAR ADDED	0.187361	1.74611
21059	FAST FOODS,SHRIMP,BREADED&FRIED	0.307095	1.74669
21292	LITTLE CAESARS 14" CHS PIZZA,THIN CRUST	0.342572	1.74696
3852	INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA	0.56541	1.74763
23140	BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0" FAT,ALL GRDS,CKD,GR	0.307095	1.74843
21344	MCDONALD'S,DOUBLE CHEESEBURGER	0.293792	1.74891
19116	CANDIES,MARSHMALLOWS	0.35255	1.74928
18943	PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST	0.536585	1.74988
19003	CORN-BASED,EXTRUDED,CHIPS,PLN	0.574279	1.75048
18212	COOKIES,VANILLA WAFERS,LOWER FAT	0.488914	1.75069
3805	INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR	0.576497	1.75241
10910	PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD	0.179601	1.75266
6234	CAMPBELL PREGO PASTA,HEART SMRT- RICOTTA PMESAN ITLN SAU,RTS	0.0798226	1.75349
19042	POTATO CHIPS,BARBECUE-FLAVOR	0.544346	1.75356
19058	SNACKS,TORTILLA CHIPS,RANCH-FLAVOR	0.555432	1.75393
13851	BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8"FAT,ALL GRDS,CKD,BR	0.322616	1.75398
13796	BEEF,COMP OF RTL CUTS,LN&FAT,1/8"FAT,ALL GRDS,CKD	0.322616	1.75456
12087	NUTS,CASHEW NUTS,RAW	0.613082	1.75573
2025	NUTMEG,GROUND	0.58204	1.75778
18161	COOKIES,CHOC CHIP,DRY MIX	0.550998	1.75855
17230	LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8"FAT,CHOIC,RAW	0.231707	1.75892
21251	BURGER KING, CHSBRGR	0.317073	1.75953
9284	PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS	0.0986696	1.75995
18321	PIE,LEMON MERINGUE,PREP FROM RECIPE	0.315965	1.76322
23143	BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0" FAT,ALL GRDS,RAW	0.247228	1.76392
21092	FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN	0.341463	1.76403
21377	MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK	0.121951	1.76479
19333	PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O	0.120843	1.76494
14277	GRAPE DRINK,CANNED	0.0676275	1.76495
17073	LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD	0.272727	1.76801
5313	CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV,HTD (MICROWAVE)	0.274945	1.76817
19411	POTATO CHIPS,PLAIN,SALTED	0.600887	1.76946
3850	INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF	0.0720621	1.7702
27034	CAMPBELL,RED & WHITE,98% FAT FREE CRM OF MUSHROOM SOUP,COND	0.0532151	1.77068
18302	PIE,APPL,PREP FROM RECIPE	0.293792	1.77091
5036	CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR	0.315965	1.77195
42258	CHEESE PRODUCT,PAST PROCESS,CHEDDAR OR AMERICAN,RED FAT	0.266075	1.77232
21423	KENTUCKY FRIED CHICK,POTATO WEDGES,ANALYZED PRIOR 2007	0.313747	1.77284
3948	INF FOR,ABBONUTR,SIMIL,SENSIT,(LACTO FREE),PDR,W/ ARA & DHA	0.576497	1.77319
14626	ENERGY DRK,FULL THROTTLE	0.0509978	1.77373
13857	BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8"FAT,SEL,CKD,BRLD	0.308204	1.77485
19019	GRANOLA BARS,HARD,PEANUT	0.531042	1.77495
18255	DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)	0.44235	1.77806
23660	BEEF,BRISKET,FLAT HALF,LN & FAT,1/8" FAT,CHOIC,CKD,BRSD	0.330377	1.77852
14623	CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY	0.0498891	1.77871
18306	PIE,BLUEBERRY,PREP FROM RECIPE	0.271619	1.77933
6493	SOUP,MUSHROOM,DRY,MIX,PREP W/ H2O	0.0365854	1.78087
5002	CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER	0.322616	1.78162
21419	KENTUCKY FRIED CHICK,BISCUIT,ANALYZED PRIOR TO JANUARY 2007	0.394679	1.78196
7275	CARL BUDDIG,SMOKED SLICED HAM	0.18071	1.78204
23005	BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8"FAT,ALL GRDS,RAW	0.243902	1.78214
3013	BABYFOOD,MEAT,CHICK,JR	0.161863	1.78324
9437	TAMARIND NECTAR,CND	0.0631929	1.78348
3826	INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON	0.56541	1.78383
11295	ONION RINGS,BREADED,PAR FR,FRZ,UNPREP	0.286031	1.78409
3803	INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF	0.0698448	1.78454
44158	PIE FILLINGS,BLUEBERRY,CND	0.200665	1.78509
3816	INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON	0.140798	1.78646
19193	PUDDINGS,RICE,RTE	0.13082	1.78674
5132	CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD	0.286031	1.78771
13381	BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0",SEL,CKD,BRSD	0.31929	1.7878
44203	COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ	0.318182	1.78908
16095	PEANUTS,VIRGINIA,RAW	0.624169	1.79079
3814	INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN	0.556541	1.79151
23502	USDA COMMODITY,BF,GROUND BULK/COARSE GROUND,FRZ,CKD	0.28714	1.79259
18525	ARCHWAY Home Style Cookies, Cookies Jar Hermits	0.432373	1.79346
10197	PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED	0.302661	1.79357
14640	ENERGY DRK,VAULT,CITRUS FLAVOR	0.0543237	1.79604
9007	APPLES,CND,SWTND,SLICED,DRND,UNHTD	0.0742794	1.79617
9016	APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C	0.0509978	1.79696
19300	JELLIES	0.2949	1.79717
27010	CAMPBELL,CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA	0.0953437	1.79725
21456	POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING	0.293792	1.79744
21047	ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED	0.257206	1.79744
12059	ACORNS,DRIED	0.564302	1.79868
1096	MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A	0.148559	1.79881
18614	MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,	0.451219	1.79912
27020	CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB	0.0587583	1.7996
21333	MCDONALD'S,VANILLA RED FAT ICE CRM CONE	0.179601	1.80037
14347	SHAKE,FAST FOOD,VANILLA	0.16408	1.80115
6589	CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP	0.0521064	1.80129
13331	BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW	0.260532	1.8017
12058	ACORNS,RAW	0.429047	1.80257
6233	CAMPBELL SOUP,PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS	0.0798226	1.80342
27033	CAMPBELL,PREGO PASTA,HEART SMART- TRADITIONAL S	0.059867	1.8043
12061	ALMONDS	0.637472	1.8043
13463	BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0" FAT,USDA SEL,CKD,BRLD	0.296009	1.8047
1111	MILK SHAKES,THICK VANILLA	0.124169	1.80522
14536	ALCOHOLIC BEV,WINE,DSSRT,DRY	0.168514	1.80565
9079	CRANBERRIES,DRIED,SWTND	0.341463	1.80599
19107	CANDIES,HARD	0.436807	1.80608
18443	PIE,APPL,COMMLY PREP,UNENR FLR	0.262749	1.80867
1195	KRAFT BREYERS LOWFAT STRAWBERRY YOGURT (1% MILKFAT)	0.10643	1.80897
